ID,Price,Brand,Model,Year,Title_Status,Mileage,Color,State,Country,Condition
1220,18300,ford,fusion,2020,clean vehicle,10882,white,california, usa,1 days left
1221,43500,ford,srw,2019,clean vehicle,29010,gray,illinois, usa,21 hours left
1222,15200,ford,door,2016,clean vehicle,69003,white,pennsylvania, usa,2 days left
1223,36200,ford,srw,2019,clean vehicle,16207,no_color,illinois, usa,21 hours left
1224,21900,ford,mustang,2018,clean vehicle,29748,red,new jersey, usa,2 days left
1225,20700,ford,wagon,2019,clean vehicle,25582,white,california, usa,1 days left
1226,12300,ford,fusion,2019,clean vehicle,24520,gray,california, usa,1 days left
1227,4200,ford,door,2016,clean vehicle,104383,blue,pennsylvania, usa,2 days left
1228,19500,ford,transit,2019,clean vehicle,34164,white,california, usa,1 days left
1229,14300,ford,fusion,2020,clean vehicle,6975,silver,california, usa,1 days left
1230,13700,ford,van,2016,clean vehicle,67150,white,pennsylvania, usa,2 days left
1231,13200,ford,door,2015,clean vehicle,100820,white,pennsylvania, usa,2 days left
1232,6200,ford,door,2014,clean vehicle,142286,white,pennsylvania, usa,2 days left
1233,6500,ford,door,2015,clean vehicle,60015,black,pennsylvania, usa,21 hours left
1234,1500,ford,door,2013,clean vehicle,126381,gray,pennsylvania, usa,21 hours left
1235,2200,ford,door,2013,clean vehicle,128753,black,pennsylvania, usa,2 days left
1236,4200,ford,door,2013,clean vehicle,0,no_color,pennsylvania, usa,2 days left
1237,8700,ford,van,2013,clean vehicle,64598,white,pennsylvania, usa,2 days left
1238,3200,ford,door,2012,clean vehicle,111532,black,pennsylvania, usa,2 days left
1239,9000,ford,door,2012,clean vehicle,149346,black,pennsylvania, usa,21 hours left
1240,20000,ford,edge,2018,clean vehicle,43567,silver,illinois, usa,4 days left
1241,33000,ford,door,2017,clean vehicle,36004,white,texas, usa,6 days left
1242,23300,ford,f-150,2019,clean vehicle,10935,white,south carolina, usa,21 hours left
1243,8750,ford,van,2017,clean vehicle,150484,white,illinois, usa,20 hours left
1244,11975,ford,door,2012,clean vehicle,122014,white,texas, usa,24 hours left
1245,23600,ford,transit,2019,clean vehicle,19363,white,south carolina, usa,21 hours left
1246,12000,ford,explorer,2016,clean vehicle,42902,black,texas, usa,19 hours left
1247,30900,ford,f-150,2018,clean vehicle,401,red,indiana, usa,21 hours left
1248,23900,ford,transit,2019,clean vehicle,11077,white,south carolina, usa,21 hours left
1249,40400,ford,f-150,2018,clean vehicle,34100,black,indiana, usa,21 hours left
1250,38000,ford,srw,2019,clean vehicle,30018,white,minnesota, usa,6 days left
1251,27000,ford,flex,2019,clean vehicle,18279,white,illinois, usa,2 days left
1252,24000,ford,transit,2019,clean vehicle,7373,white,south carolina, usa,21 hours left
1253,30000,ford,ranger,2019,clean vehicle,2590,gray,wisconsin, usa,21 hours left
1254,16200,ford,fusion,2019,clean vehicle,41662,white,south carolina, usa,21 hours left
1255,30000,ford,flex,2019,clean vehicle,15019,gray,wisconsin, usa,21 hours left
1256,23900,ford,transit,2019,clean vehicle,9420,white,south carolina, usa,21 hours left
1257,13800,ford,taurus,2018,clean vehicle,41864,white,missouri, usa,21 hours left
1258,23700,ford,transit,2019,clean vehicle,16829,white,south carolina, usa,21 hours left
1259,24300,ford,f-150,2018,clean vehicle,6290,gray,illinois, usa,21 hours left
1260,54900,ford,srw,2019,clean vehicle,14393,black,nevada, usa,Listing Expired
1261,22500,ford,taurus,2018,clean vehicle,14599,white,wisconsin, usa,2 days left
1262,39000,ford,f-150,2018,clean vehicle,25839,gray,illinois, usa,2 days left
1263,13900,ford,escape,2018,clean vehicle,60715,gray,wisconsin, usa,21 hours left
1264,24700,ford,explorer,2018,clean vehicle,23350,red,illinois, usa,21 hours left
1265,20100,ford,transit,2018,clean vehicle,62386,white,california, usa,1 days left
1266,22000,ford,mustang,2018,clean vehicle,6248,red,illinois, usa,2 days left
1267,38200,ford,mustang,2019,clean vehicle,878,green,florida, usa,1 days left
1268,24400,ford,transit,2018,clean vehicle,49710,white,california, usa,1 days left
1269,35000,ford,mustang,2018,clean vehicle,2042,blue,illinois, usa,21 hours left
1270,18600,ford,flex,2019,clean vehicle,7742,white,florida, usa,2 days left
1271,22700,ford,transit,2018,clean vehicle,39733,white,california, usa,1 days left
1272,38000,ford,f-150,2018,clean vehicle,33701,black,illinois, usa,21 hours left
1273,17000,ford,door,2014,clean vehicle,67542,red,illinois, usa,2 days left
1274,17500,ford,escape,2017,clean vehicle,35095,gray,wisconsin, usa,2 days left
1275,23200,ford,f-150,2019,clean vehicle,8652,white,michigan, usa,21 hours left
1276,30700,ford,explorer,2017,clean vehicle,51107,red,wisconsin, usa,21 hours left
1277,23500,ford,transit,2019,clean vehicle,14987,white,michigan, usa,21 hours left
1278,26400,ford,edge,2017,clean vehicle,28252,blue,wisconsin, usa,2 days left
1279,23500,ford,transit,2019,clean vehicle,16009,white,michigan, usa,21 hours left
1280,38000,ford,door,2017,clean vehicle,47866,white,wisconsin, usa,2 days left
1281,23600,ford,transit,2019,clean vehicle,11004,white,michigan, usa,21 hours left
1282,19300,ford,edge,2017,clean vehicle,42895,gray,wisconsin, usa,21 hours left
1283,23200,ford,f-150,2019,clean vehicle,9490,white,michigan, usa,21 hours left
1284,13800,ford,door,2017,clean vehicle,39027,no_color,wisconsin, usa,21 hours left
1285,23600,ford,transit,2019,clean vehicle,13466,white,michigan, usa,21 hours left
1286,23200,ford,f-150,2019,clean vehicle,8737,white,michigan, usa,21 hours left
1287,40000,ford,door,2017,clean vehicle,23960,red,wisconsin, usa,2 days left
1288,23400,ford,f-150,2019,clean vehicle,5562,white,michigan, usa,21 hours left
1289,23600,ford,transit,2019,clean vehicle,13763,white,michigan, usa,21 hours left
1290,23000,ford,f-150,2019,clean vehicle,10444,white,michigan, usa,21 hours left
1291,25500,ford,door,2017,clean vehicle,41696,black,wisconsin, usa,21 hours left
1292,23500,ford,transit,2019,clean vehicle,15787,white,michigan, usa,21 hours left
1293,29900,ford,door,2017,clean vehicle,9167,white,wisconsin, usa,2 days left
1294,23200,ford,transit,2019,clean vehicle,17541,white,michigan, usa,21 hours left
1295,50500,ford,f-150,2017,clean vehicle,24686,silver,wisconsin, usa,2 days left
1296,23400,ford,transit,2019,clean vehicle,15210,white,michigan, usa,21 hours left
1297,24500,ford,transit,2017,clean vehicle,54601,white,wisconsin, usa,2 days left
1298,49000,ford,mustang,2017,clean vehicle,2205,black,illinois, usa,2 days left
1299,25400,ford,transit,2017,clean vehicle,35691,white,wisconsin, usa,2 days left
1300,23000,ford,flex,2017,clean vehicle,32788,silver,illinois, usa,21 hours left
1301,6000,ford,door,2012,clean vehicle,180471,gray,minnesota, usa,6 days left
1302,22400,ford,edge,2016,clean vehicle,42925,black,wisconsin, usa,21 hours left
1303,22500,ford,edge,2016,clean vehicle,37385,black,wisconsin, usa,2 days left
1304,25200,ford,edge,2019,clean vehicle,15415,gray,virginia, usa,2 days left
1305,36000,ford,door,2016,clean vehicle,20047,white,wisconsin, usa,2 days left
1306,26700,ford,edge,2019,clean vehicle,16884,black,virginia, usa,2 days left
1307,30500,ford,door,2016,clean vehicle,57936,gray,wisconsin, usa,21 hours left
1308,26700,ford,edge,2019,clean vehicle,15244,black,virginia, usa,2 days left
1309,25000,ford,edge,2019,clean vehicle,19842,gray,virginia, usa,2 days left
1310,35200,ford,door,2016,clean vehicle,38830,white,wisconsin, usa,21 hours left
1311,30300,ford,f-150,2019,clean vehicle,31899,white,tennessee, usa,21 hours left
1312,25000,ford,door,2016,clean vehicle,69305,no_color,illinois, usa,2 days left
1313,26500,ford,door,2016,clean vehicle,46098,red,wisconsin, usa,2 days left
1314,21600,ford,mustang,2019,clean vehicle,29457,gray,virginia, usa,2 days left
1315,18800,ford,edge,2016,clean vehicle,30765,no_color,wisconsin, usa,21 hours left
1316,21500,ford,mustang,2019,clean vehicle,29096,red,virginia, usa,2 days left
1317,9000,ford,door,2016,clean vehicle,40437,no_color,new jersey, usa,7 hours left
1318,16700,ford,cutaway,2015,clean vehicle,69004,white,wisconsin, usa,2 days left
1319,16800,ford,cutaway,2015,clean vehicle,65179,white,wisconsin, usa,2 days left
1320,15700,ford,cutaway,2015,clean vehicle,75862,white,wisconsin, usa,2 days left
1321,16800,ford,cutaway,2015,clean vehicle,68319,white,wisconsin, usa,2 days left
1322,19500,ford,door,2015,clean vehicle,80354,gray,wisconsin, usa,21 hours left
1323,20500,ford,door,2015,clean vehicle,51441,black,wisconsin, usa,2 days left
1324,17400,ford,cutaway,2015,clean vehicle,70954,white,wisconsin, usa,2 days left
1325,17500,ford,door,2014,clean vehicle,92500,red,wisconsin, usa,21 hours left
1326,26000,ford,door,2014,clean vehicle,66367,silver,illinois, usa,21 hours left
1327,56700,ford,f-150,2019,clean vehicle,13884,white,kentucky, usa,21 hours left
1328,5000,ford,door,2013,clean vehicle,202565,no_color,wisconsin, usa,21 hours left
1329,40200,ford,f-150,2019,clean vehicle,26484,no_color,kentucky, usa,21 hours left
1330,54000,ford,door,2013,clean vehicle,703,red,illinois, usa,21 hours left
1331,65200,ford,max,2019,clean vehicle,18138,white,kentucky, usa,21 hours left
1332,32500,ford,srw,2017,clean vehicle,28007,white,minnesota, usa,Listing Expired
1333,25500,ford,transit,2019,clean vehicle,11251,white,illinois, usa,21 hours left
1334,63000,ford,srw,2019,clean vehicle,11640,no_color,illinois, usa,21 hours left
1335,44000,ford,srw,2019,clean vehicle,10763,white,illinois, usa,2 days left
1336,70000,ford,drw,2019,clean vehicle,9643,no_color,illinois, usa,2 days left
1337,56200,ford,srw,2019,clean vehicle,33930,gray,kentucky, usa,21 hours left
1338,35000,ford,srw,2019,clean vehicle,26451,white,wisconsin, usa,2 days left
1339,57700,ford,srw,2019,clean vehicle,21101,red,kentucky, usa,21 hours left
1340,74000,ford,drw,2019,clean vehicle,10536,no_color,illinois, usa,2 days left
1341,60200,ford,srw,2019,clean vehicle,31744,white,kentucky, usa,21 hours left
1342,60000,ford,srw,2018,clean vehicle,18062,black,illinois, usa,2 days left
1343,63000,ford,srw,2018,clean vehicle,17942,black,illinois, usa,21 hours left
1344,22500,ford,door,2014,clean vehicle,43646,black,wisconsin, usa,2 days left
1345,8300,ford,energi,2014,clean vehicle,71989,gray,wisconsin, usa,21 hours left
1346,8300,ford,door,2012,clean vehicle,138328,white,wisconsin, usa,21 hours left
1347,21000,ford,door,2013,clean vehicle,95386,brown,wisconsin, usa,2 days left
1348,19300,ford,fusion,2019,clean vehicle,23740,black,mississippi, usa,21 hours left
1349,16400,ford,fusion,2019,clean vehicle,36064,gray,alabama, usa,21 hours left
1350,27300,ford,f-150,2019,clean vehicle,18805,gray,mississippi, usa,21 hours left
1351,26400,ford,cab,2012,clean vehicle,151035,white,wisconsin, usa,2 days left
1352,35100,ford,mustang,2019,clean vehicle,10099,red,mississippi, usa,21 hours left
1353,41500,ford,f-150,2018,clean vehicle,9800,black,new jersey, usa,1 days left
1354,34100,ford,mustang,2019,clean vehicle,10483,white,mississippi, usa,21 hours left
1355,28600,ford,f-150,2019,clean vehicle,17544,no_color,california, usa,21 hours left
1356,34100,ford,mustang,2019,clean vehicle,10167,red,mississippi, usa,21 hours left
1357,28700,ford,ranger,2019,clean vehicle,11457,gray,california, usa,21 hours left
1358,24700,ford,edge,2019,clean vehicle,26590,no_color,california, usa,21 hours left
1359,46500,ford,expedition,2019,clean vehicle,35346,black,california, usa,21 hours left
1360,29000,ford,f-150,2019,clean vehicle,12953,black,california, usa,21 hours left
1361,25500,ford,edge,2019,clean vehicle,26693,silver,california, usa,21 hours left
1362,39500,ford,f-150,2019,clean vehicle,25071,yellow,california, usa,21 hours left
1363,33100,ford,f-150,2019,clean vehicle,33538,yellow,california, usa,21 hours left
1364,30500,ford,f-150,2019,clean vehicle,9915,gray,california, usa,2 days left
1365,3600,ford,fiesta,2018,clean vehicle,1,silver,arizona, usa,2 days left
1366,16800,ford,fusion,2019,clean vehicle,9910,red,california, usa,2 days left
1367,24000,ford,f-150,2019,clean vehicle,16765,gray,texas, usa,6 days left
1368,58500,ford,expedition,2019,clean vehicle,4970,gray,california, usa,21 hours left
1369,55000,ford,door,2017,clean vehicle,43964,black,texas, usa,6 days left
1370,28800,ford,f-150,2019,clean vehicle,40785,silver,california, usa,21 hours left
1371,26800,ford,door,2015,clean vehicle,108998,white,new jersey, usa,24 hours left
1372,36000,ford,max,2018,clean vehicle,58576,gray,wisconsin, usa,22 hours left
1373,20000,ford,wagon,2018,clean vehicle,55475,white,wisconsin, usa,21 hours left
1374,46700,ford,drw,2019,clean vehicle,35929,black,alabama, usa,21 hours left
1375,42800,ford,srw,2019,clean vehicle,21669,silver,alabama, usa,21 hours left
1376,21800,ford,mustang,2018,clean vehicle,16079,no_color,california, usa,21 hours left
1377,18800,ford,mustang,2018,clean vehicle,41147,white,california, usa,2 days left
1378,18800,ford,flex,2018,clean vehicle,45798,black,california, usa,21 hours left
1379,30200,ford,f-150,2018,clean vehicle,21703,red,california, usa,21 hours left
1380,27500,ford,explorer,2018,clean vehicle,22284,black,california, usa,2 days left
1381,37500,ford,transit,2018,clean vehicle,24567,white,california, usa,2 days left
1382,19100,ford,mustang,2018,clean vehicle,30594,silver,california, usa,2 days left
1383,17100,ford,flex,2018,clean vehicle,52747,white,california, usa,21 hours left
1384,13500,ford,escape,2018,clean vehicle,21592,silver,florida, usa,4 days left
1385,54500,ford,srw,2018,clean vehicle,19853,blue,california, usa,2 days left
1386,9000,ford,fiesta,2018,clean vehicle,25201,gray,florida, usa,4 days left
1387,16400,ford,f-150,2020,clean vehicle,10351,black,pennsylvania, usa,2 days left
1388,17000,ford,fusion,2020,clean vehicle,1117,gray,pennsylvania, usa,2 days left
1389,24800,ford,door,2017,clean vehicle,37279,gold,california, usa,21 hours left
1390,26800,ford,door,2017,clean vehicle,30113,red,california, usa,21 hours left
1391,19400,ford,door,2017,clean vehicle,27570,white,california, usa,21 hours left
1392,20000,ford,flex,2017,clean vehicle,45188,silver,california, usa,2 days left
1393,7000,ford,door,2012,clean vehicle,149712,silver,texas, usa,4 days left
1394,25100,ford,explorer,2017,clean vehicle,25030,gold,california, usa,2 days left
1395,2000,ford,door,2013,salvage insurance,105743,gray,oklahoma, usa,15 days left
1396,18200,ford,fusion,2020,clean vehicle,9861,black,pennsylvania, usa,2 days left
1397,14200,ford,fusion,2018,clean vehicle,1751,red,illinois, usa,2 days left
1398,56500,ford,door,2017,clean vehicle,30629,red,california, usa,2 days left
1399,2000,ford,door,2016,salvage insurance,52883,gray,oklahoma, usa,15 days left
1400,26500,ford,van,2020,clean vehicle,122,white,pennsylvania, usa,2 days left
1401,34300,ford,srw,2019,clean vehicle,28534,white,florida, usa,2 hours left
1402,43500,ford,f-150,2017,clean vehicle,80699,black,california, usa,21 hours left
1403,3500,ford,door,2016,salvage insurance,72851,white,oklahoma, usa,15 days left
1404,37200,ford,srw,2019,clean vehicle,24078,white,florida, usa,2 hours left
1405,12800,ford,door,2017,clean vehicle,38639,orange,california, usa,21 hours left
1406,15000,ford,door,2013,salvage insurance,146807,silver,texas, usa,17 hours left
1407,12500,ford,door,2017,clean vehicle,31871,silver,california, usa,21 hours left
1408,21500,ford,f-150,2017,clean vehicle,76876,gray,california, usa,2 days left
1409,17300,ford,fusion,2019,clean vehicle,28070,white,north carolina, usa,Listing Expired
1410,27000,ford,explorer,2017,clean vehicle,3189,silver,california, usa,21 hours left
1411,31800,ford,el,2017,clean vehicle,28359,white,florida, usa,24 hours left
1412,13000,ford,door,2017,clean vehicle,42890,gray,california, usa,21 hours left
1413,31800,ford,el,2017,clean vehicle,29328,silver,florida, usa,24 hours left
1414,46300,ford,door,2016,clean vehicle,47531,black,california, usa,2 days left
1415,6000,ford,door,2015,clean vehicle,57345,gray,missouri, usa,7 days left
1416,22800,ford,door,2016,clean vehicle,67546,silver,california, usa,21 hours left
1417,45000,ford,expedition,2019,clean vehicle,18153,white,pennsylvania, usa,3 days left
1418,49500,ford,expedition,2019,clean vehicle,17689,black,pennsylvania, usa,3 days left
1419,3000,ford,van,2012,clean vehicle,137171,white,missouri, usa,7 days left
1420,20000,ford,door,2015,clean vehicle,63445,gray,california, usa,21 hours left
1421,25300,ford,edge,2019,clean vehicle,26422,black,pennsylvania, usa,2 days left
1422,4000,ford,door,2015,salvage insurance,149319,white,south carolina, usa,2 days left
1423,45500,ford,expedition,2019,clean vehicle,18767,gray,pennsylvania, usa,3 days left
1424,9100,ford,fiesta,2018,clean vehicle,38289,silver,minnesota, usa,14 hours left
1425,48000,ford,expedition,2019,clean vehicle,22960,black,pennsylvania, usa,3 days left
1426,47000,ford,max,2019,clean vehicle,17263,blue,pennsylvania, usa,3 days left
1427,49500,ford,expedition,2019,clean vehicle,16981,black,pennsylvania, usa,3 days left
1428,31200,ford,wagon,2019,clean vehicle,13058,black,pennsylvania, usa,1 days left
1429,18500,ford,door,2014,clean vehicle,45887,white,california, usa,2 days left
1430,15500,ford,escape,2019,clean vehicle,21740,silver,pennsylvania, usa,2 days left
1431,30500,ford,wagon,2019,clean vehicle,17707,black,pennsylvania, usa,1 days left
1432,45500,ford,max,2019,clean vehicle,19121,silver,pennsylvania, usa,3 days left
1433,31500,ford,wagon,2019,clean vehicle,18856,black,pennsylvania, usa,1 days left
1434,11000,ford,door,2013,clean vehicle,84752,white,new jersey, usa,30 minutes
1435,46500,ford,max,2019,clean vehicle,19555,white,pennsylvania, usa,3 days left
1436,31500,ford,wagon,2019,clean vehicle,16340,black,pennsylvania, usa,1 days left
1437,32000,ford,f-150,2018,clean vehicle,17242,white,ohio, usa,21 hours left
1438,23900,ford,edge,2019,clean vehicle,28733,black,pennsylvania, usa,2 days left
1439,31500,ford,wagon,2019,clean vehicle,16019,black,pennsylvania, usa,1 days left
1440,18500,ford,taurus,2016,clean vehicle,75580,black,ohio, usa,2 days left
1441,1500,ford,door,2013,salvage insurance,113444,white,georgia, usa,2 days left
1442,46000,ford,max,2019,clean vehicle,19227,white,pennsylvania, usa,3 days left
1443,31500,ford,wagon,2019,clean vehicle,13633,black,pennsylvania, usa,1 days left
1444,14700,ford,van,2015,clean vehicle,37739,white,new jersey, usa,2 days left
1445,2700,ford,door,2013,salvage insurance,103541,green,michigan, usa,2 days left
1446,47500,ford,expedition,2019,clean vehicle,24072,blue,pennsylvania, usa,3 days left
1447,31500,ford,wagon,2019,clean vehicle,17657,black,pennsylvania, usa,1 days left
1448,8900,ford,door,2014,clean vehicle,77392,red,new jersey, usa,2 days left
1449,7000,ford,door,2019,salvage insurance,11930,white,michigan, usa,2 days left
1450,49000,ford,expedition,2019,clean vehicle,19731,red,pennsylvania, usa,3 days left
1451,31500,ford,wagon,2019,clean vehicle,15581,black,pennsylvania, usa,1 days left
1452,8900,ford,door,2014,clean vehicle,70181,black,new jersey, usa,2 days left
1453,48000,ford,max,2019,clean vehicle,16143,black,pennsylvania, usa,3 days left
1454,50000,ford,max,2019,clean vehicle,17995,black,pennsylvania, usa,3 days left
1455,47300,ford,max,2019,clean vehicle,23926,black,pennsylvania, usa,21 hours left
1456,45000,ford,f-150,2017,clean vehicle,57929,black,louisiana, usa,8 days left
1457,49000,ford,max,2019,clean vehicle,20758,silver,pennsylvania, usa,3 days left
1458,40200,ford,f-150,2019,clean vehicle,10028,gray,texas, usa,1 days left
1459,48000,ford,max,2019,clean vehicle,21051,black,pennsylvania, usa,3 days left
1460,5000,ford,door,2015,clean vehicle,136307,silver,louisiana, usa,8 days left
1461,8200,ford,bus,2013,clean vehicle,105880,silver,new jersey, usa,2 days left
1462,49000,ford,max,2019,clean vehicle,19985,white,pennsylvania, usa,3 days left
1463,4000,ford,door,2015,clean vehicle,102590,gray,louisiana, usa,8 days left
1464,39000,ford,expedition,2019,clean vehicle,27612,silver,pennsylvania, usa,3 days left
1465,29000,ford,door,2015,clean vehicle,90855,white,louisiana, usa,8 days left
1466,46500,ford,max,2019,clean vehicle,19936,silver,pennsylvania, usa,3 days left
1467,7805,ford,door,2015,clean vehicle,64495,gray,louisiana, usa,8 days left
1468,22000,ford,mustang,2018,clean vehicle,39477,gray,texas, usa,5 days left
1469,18800,ford,max,2019,clean vehicle,25698,black,pennsylvania, usa,2 days left
1470,33000,ford,door,2015,clean vehicle,73849,blue,louisiana, usa,8 days left
1471,39500,ford,expedition,2019,clean vehicle,25422,black,pennsylvania, usa,3 days left
1472,16900,ford,door,2015,clean vehicle,47866,black,louisiana, usa,8 days left
1473,42500,ford,max,2019,clean vehicle,31236,white,pennsylvania, usa,3 days left
1474,39500,ford,expedition,2019,clean vehicle,26755,gray,pennsylvania, usa,3 days left
1475,25500,ford,f-150,2018,clean vehicle,49177,blue,illinois, usa,2 days left
1476,49500,ford,max,2019,clean vehicle,20749,white,pennsylvania, usa,3 days left
1477,25000,ford,f-150,2018,clean vehicle,15003,white,illinois, usa,2 days left
1478,40000,ford,f-150,2019,clean vehicle,12247,black,pennsylvania, usa,3 days left
1479,26000,ford,f-150,2018,clean vehicle,1,black,illinois, usa,2 days left
1480,29500,ford,f-150,2019,clean vehicle,10808,silver,pennsylvania, usa,3 days left
1481,23000,ford,f-150,2019,clean vehicle,11263,white,oklahoma, usa,21 hours left
1482,25500,ford,f-150,2018,clean vehicle,42307,black,illinois, usa,2 days left
1483,44500,ford,f-150,2019,clean vehicle,17484,gray,pennsylvania, usa,3 days left
1484,15600,ford,escape,2019,clean vehicle,37106,blue,missouri, usa,9 days left
1485,23100,ford,f-150,2019,clean vehicle,9539,white,oklahoma, usa,21 hours left
1486,37000,ford,f-150,2019,clean vehicle,2384,gray,pennsylvania, usa,3 days left
1487,14500,ford,fusion,2019,clean vehicle,20590,gray,missouri, usa,9 days left
1488,23000,ford,f-150,2019,clean vehicle,13896,white,oklahoma, usa,21 hours left
1489,26500,ford,f-150,2019,clean vehicle,9451,gray,pennsylvania, usa,3 days left
1490,18000,ford,fusion,2017,clean vehicle,31657,red,missouri, usa,9 days left
1491,35700,ford,expedition,2019,clean vehicle,33907,brown,oklahoma, usa,21 hours left
1492,31000,ford,f-150,2019,clean vehicle,10028,black,pennsylvania, usa,3 days left
1493,2000,ford,door,2013,clean vehicle,175640,no_color,missouri, usa,9 days left
1494,40400,ford,max,2019,clean vehicle,30770,white,oklahoma, usa,21 hours left
1495,43600,ford,f-150,2019,clean vehicle,15141,black,pennsylvania, usa,2 days left
1496,22600,ford,f-150,2019,clean vehicle,18431,white,oklahoma, usa,21 hours left
1497,26000,ford,f-150,2019,clean vehicle,9604,white,pennsylvania, usa,3 days left
1498,23200,ford,f-150,2019,clean vehicle,9516,white,oklahoma, usa,21 hours left
1499,29000,ford,f-150,2019,clean vehicle,9718,silver,pennsylvania, usa,3 days left
1500,22800,ford,f-150,2019,clean vehicle,16506,white,oklahoma, usa,21 hours left
1501,3450,ford,door,2015,salvage insurance,192108,white,oregon, usa,2 days left
1502,31000,ford,f-150,2019,clean vehicle,11028,white,pennsylvania, usa,3 days left
1503,22900,ford,f-150,2019,clean vehicle,11313,white,oklahoma, usa,21 hours left
1504,3000,ford,door,2014,salvage insurance,141595,red,oregon, usa,2 days left
1505,28000,ford,f-150,2019,clean vehicle,12886,silver,pennsylvania, usa,3 days left
1506,23200,ford,f-150,2019,clean vehicle,9556,white,oklahoma, usa,21 hours left
1507,27000,ford,f-150,2019,clean vehicle,13269,blue,pennsylvania, usa,3 days left
1508,22800,ford,f-150,2019,clean vehicle,16770,white,oklahoma, usa,21 hours left
1509,31500,ford,f-150,2019,clean vehicle,13526,red,pennsylvania, usa,3 days left
1510,23400,ford,transit,2019,clean vehicle,16391,white,oklahoma, usa,21 hours left
1511,28000,ford,f-150,2019,clean vehicle,11437,white,pennsylvania, usa,3 days left
1512,23400,ford,transit,2019,clean vehicle,17964,white,oklahoma, usa,21 hours left
1513,28000,ford,f-150,2018,clean vehicle,5440,blue,texas, usa,10 days left
1514,24900,ford,f-150,2019,clean vehicle,13035,white,pennsylvania, usa,3 days left
1515,23500,ford,transit,2019,clean vehicle,15759,white,oklahoma, usa,21 hours left
1516,36000,ford,f-150,2018,clean vehicle,30002,gray,texas, usa,10 days left
1517,28700,ford,f-150,2019,clean vehicle,13673,white,pennsylvania, usa,3 days left
1518,16000,ford,fusion,2018,clean vehicle,24480,silver,oregon, usa,29 minutes
1519,31000,ford,f-150,2019,clean vehicle,13230,white,pennsylvania, usa,3 days left
1520,16500,ford,f-150,2017,clean vehicle,137789,white,oregon, usa,29 minutes
1521,28500,ford,f-150,2019,clean vehicle,13516,white,pennsylvania, usa,3 days left
1522,10800,ford,escape,2017,clean vehicle,81660,black,oregon, usa,29 minutes
1523,28500,ford,f-150,2019,clean vehicle,11763,white,pennsylvania, usa,3 days left
1524,25000,ford,explorer,2017,clean vehicle,34165,gold,oregon, usa,29 minutes
1525,31000,ford,f-150,2019,clean vehicle,13458,white,pennsylvania, usa,3 days left
1526,7800,ford,door,2016,clean vehicle,104867,black,oregon, usa,29 minutes
1527,28500,ford,f-150,2019,clean vehicle,14004,white,pennsylvania, usa,3 days left
1528,9500,ford,door,2016,clean vehicle,69829,silver,oregon, usa,29 minutes
1529,28500,ford,f-150,2019,clean vehicle,13405,silver,pennsylvania, usa,3 days left
1530,14500,ford,door,2016,clean vehicle,96151,black,oregon, usa,29 minutes
1531,25000,ford,f-150,2019,clean vehicle,12688,black,pennsylvania, usa,3 days left
1532,14500,ford,door,2016,clean vehicle,116519,white,oregon, usa,29 minutes
1533,28500,ford,f-150,2019,clean vehicle,12260,white,pennsylvania, usa,3 days left
1534,12100,ford,door,2016,clean vehicle,29367,silver,oregon, usa,29 minutes
1535,29400,ford,f-150,2019,clean vehicle,18982,white,pennsylvania, usa,3 days left
1536,24700,ford,f-150,2019,clean vehicle,23795,silver,california, usa,8 days left
1537,8700,ford,door,2016,clean vehicle,76572,gray,oregon, usa,29 minutes
1538,29500,ford,f-150,2019,clean vehicle,15964,white,pennsylvania, usa,3 days left
1539,25800,ford,f-150,2019,clean vehicle,28117,silver,california, usa,8 days left
1540,17500,ford,door,2016,clean vehicle,116730,blue,oregon, usa,29 minutes
1541,23900,ford,f-150,2019,clean vehicle,21055,brown,pennsylvania, usa,2 days left
1542,22900,ford,f-150,2019,clean vehicle,27794,black,california, usa,8 days left
1543,19500,ford,edge,2016,clean vehicle,56995,black,oregon, usa,29 minutes
1544,29500,ford,f-150,2019,clean vehicle,16625,gray,pennsylvania, usa,3 days left
1545,24500,ford,f-150,2019,clean vehicle,27689,gray,california, usa,8 days left
1546,11000,ford,door,2016,clean vehicle,39851,black,oregon, usa,29 minutes
1547,22400,ford,f-150,2019,clean vehicle,31727,black,pennsylvania, usa,2 days left
1548,15700,ford,escape,2019,clean vehicle,31586,gray,california, usa,8 days left
1549,11000,ford,door,2015,clean vehicle,33717,black,oregon, usa,29 minutes
1550,28000,ford,f-150,2019,clean vehicle,18418,black,pennsylvania, usa,2 days left
1551,13500,ford,fusion,2019,clean vehicle,39013,black,california, usa,8 days left
1552,7300,ford,f-150,2013,clean vehicle,125451,white,oregon, usa,29 minutes
1553,25100,ford,f-150,2019,clean vehicle,21346,black,pennsylvania, usa,3 days left
1554,24100,ford,transit,2019,clean vehicle,21150,white,california, usa,8 days left
1555,6500,ford,f-150,2014,clean vehicle,103862,white,oregon, usa,29 minutes
1556,10500,ford,f-150,2019,clean vehicle,22001,red,pennsylvania, usa,2 days left
1557,16900,ford,fusion,2019,clean vehicle,31261,gray,california, usa,8 days left
1558,6000,ford,door,2013,clean vehicle,140870,white,oregon, usa,29 minutes
1559,28500,ford,f-150,2019,clean vehicle,14358,white,pennsylvania, usa,3 days left
1560,16200,ford,fusion,2019,clean vehicle,41672,silver,california, usa,8 days left
1561,6500,ford,f-150,2013,clean vehicle,95655,white,oregon, usa,29 minutes
